NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER,YearQuarter,YearQuarter_UniqueCarrierName,SGeneral_Admin,Mail,FUEL RATE,FUEL_EXP,FUEL_EXP/PAX ( in cents)
-774.23,-778.35,0,0,,0,0,,0,2655.03,,0,96.04,0,0,2751.07,2302.86,125.19,0,0,0,0,1029.7,71.68,0,3529.42,0,-116.49,0,0,0,24.84,-91.65,-870,-95.77,-774.23,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,1,20201,20201Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
170.58,167.85,0,0,,0,0,,0,5756.24,,0,63.76,0,0,5820,3550.05,862.85,0,0,0,0,980.19,259.07,0,5652.15,0,-77.34,0,0,0,16.49,-60.85,107,-63.58,170.58,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,6565,D,1,1,2020,1,20201,20201Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
1821.84,-923.92,0,0,,0,0,,0,2305.26,,0,43.86,0,0,2349.13,2534.69,167.32,0,0,0,0,502.32,68.71,0,3273.05,0,-111.45,0,0,0,3511.36,3399.91,2475.99,654.15,1821.84,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,2,20202,20202Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
2480.88,467.96,0,0,,0,0,,0,5361.38,,0,32.16,0,0,5393.53,3047.72,873.7,0,0,0,0,725.18,278.98,0,4925.58,0,-81.71,0,0,0,2574.19,2492.48,2960.44,479.56,2480.88,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,6565,D,1,1,2020,2,20202,20202Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
836.39,-682.97,0,0,,0,0,,0,2762.7,,0,189.07,0,0,2951.76,2438.98,243.66,0,0,0,0,889.7,62.4,0,3634.74,0,-100.83,0,0,0,2062.86,1962.03,1279.06,442.67,836.39,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,3,20203,20203Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
2324.46,938.73,0,0,,0,0,,0,7087.19,,0,172.44,0,0,7259.62,3756.02,1211.75,0,0,0,0,1067.6,285.52,0,6320.89,0,-91.97,0,0,0,1881.43,1789.46,2728.19,403.73,2324.46,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,6565,D,1,1,2020,3,20203,20203Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
-1556.38,-1730.19,0,0,,0,0,,0,2843.25,,0,265.49,0,0,3108.74,2874.24,185.09,0,0,0,0,1715.13,64.48,0,4838.93,0,-101.03,0,0,0,10.56,-90.47,-1820.66,-264.29,-1556.38,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,4,20204,20204Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
957.4,743.85,0,0,,0,0,,0,8252.4,,0,240.88,0,0,8493.28,4853.75,791.32,0,0,0,0,1818.78,285.58,0,7749.42,0,-91.67,0,0,0,65.43,-26.24,717.62,-239.79,957.4,0,0,0,,0,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,6565,D,1,1,2020,4,20204,20204Gulf And Caribbean Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
-139209.75,-80715.9,335950.27,248.75,,16100.72,12065.15,,1774.15,0,,3200.49,4739.8,0,28116.56,402195.89,173673.21,68569.02,49351.18,69990.98,25300.24,56144.76,,31395.95,8486.46,482911.79,-3975.27,-189.8,-1105.54,-45.92,0,-74337.66,-79654.2,-160370.1,-21160.35,-139209.75,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,5375,D,3,3,2020,1,20201,20201Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-3227.79,22034.92,132812.32,347.89,,4739.94,5211.83,,0,0,,1382.52,2047.46,0,10424.45,156966.42,35395.77,11791.08,19174.33,22737.25,13438.9,24252.04,,6788.42,1353.71,134931.5,-1717.21,-81.98,-477.56,-14.95,0,-32111.71,-34403.42,-12368.5,-9140.71,-3227.79,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,1,20201,20201Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-81493.21,-223081.77,22690.2,48.88,,9107,1450.72,,0,0,,-43.66,3217.66,0,17823.27,54294.06,82951.86,29562.47,28117.23,39990.42,10381.95,43228.19,,37732.36,5411.34,277375.83,-5506.85,-1792.88,-1619.93,-1086.52,0,112897.65,102891.46,-120190.31,-38697.09,-81493.21,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,5375,D,3,3,2020,2,20202,20202Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
623.14,623.23,2476.9,24.65,,2396.84,0,,0,310,,0,0,0,0,5208.38,1740.33,771.56,22.53,616.04,1015.01,72.16,,347.52,0,4585.15,0,0,0,-0.1,0,0,-0.1,623.14,0,623.14,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,2,20202,20202Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-74342.17,-228388.77,32841.88,27.21,,12582.32,2569.37,,927.55,0,,157.24,1558.12,0,19414.33,70078.03,78242.79,32446.22,29777.28,41930.41,14547.18,64135.24,,32512.61,4875.07,298466.8,-8826.79,-1937.83,-5485.66,-30.95,0,124152.59,107871.37,-120517.4,-46175.23,-74342.17,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,5375,D,3,3,2020,3,20203,20203Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-21590.09,-21590.09,86.04,8.01,,5011.79,0,,905.53,0,,0,0,0,0,6011.38,17729.82,3313.11,157.42,1387.52,1018.08,2.98,,3992.31,0.23,27601.47,0,0,0,0,0,0,0,-21590.09,0,-21590.09,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,3,20203,20203Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-135359.76,-178119.96,75310.36,16.55,,12405.42,4434.38,,3088.71,0,,314.57,2053.08,0,32770.47,130393.53,90285.05,38076.1,32811.35,45886.75,18355.9,47197.82,,31289.9,4610.62,308513.49,-10280.06,-2073.86,-6814.26,-60.56,0,1222.65,-18006.1,-196126.06,-60766.3,-135359.76,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,5375,D,3,3,2020,4,20204,20204Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-21924.78,-24764.12,2847.92,242.67,,9371.38,294.17,,2994.2,0,,20.87,136.2,0,2140.95,18048.37,20853.94,5644.13,2248.27,3843.43,2326.85,3124.42,,4695.46,75.99,42812.49,-681.96,-137.58,-452.05,-1.31,0,81.11,-1191.79,-25955.9,-4031.13,-21924.78,0,0,0,,0,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,4,20204,20204Hawaiian Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-39665,-48705,104920,0,,2,0,,0,0,,0,49,0,0,104971,18870,23129,7629,7518,0,77348,0,19182,0,153676,-238,-5086,0,18,0,71,-5235,-53940,-14274,-39665,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,6580,D,2,2,2020,1,20201,20201Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2020,1,20201,20201Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2020,2,20202,20202Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
35389,14137,80599,0,,0,0,,0,0,,0,12,0,0,80611,16969,11902,5023,2425,0,13157,0,16998,0,66474,-226,-4070,0,15,0,35219,30938,45075,9687,35389,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,6580,D,2,2,2020,2,20202,20202Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2020,3,20203,20203Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
41223,15293,95511,0,,0,0,,0,0,,0,-1,0,0,95509,18604,12821,7107,3436,0,21321,0,16928,0,80216,-4905,-1414,0,16,0,43516,37213,52506,11284,41223,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,6580,D,2,2,2020,3,20203,20203Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2020,4,20204,20204Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
12187,19796,104927,0,,0,0,,0,0,,0,91,0,0,105018,18322,22394,7329,2892,0,17436,0,16851,0,85222,-4990,-818,0,15,0,1325,-4468,15328,3141,12187,0,0,0,,0,19687,QX,Horizon Air,QX,Horizon Air,6580,D,2,2,2020,4,20204,20204Horizon Air,#N/A,#N/A,#N/A,#N/A,#N/A
666.06,666.06,0,0,,0,0,,29.11,0,,0,0,0,1629.62,1658.74,0,0,0,0,0,0,22.33,0,970.35,992.68,0,0,0,0,0,0,0,666.06,0,666.06,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,1,20201,"20201Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
5174,5174,0,0,,0,0,,190.76,0,,0,0,0,16920.79,17111.55,0,0,0,0,0,0,149.76,0,11787.79,11937.55,0,0,0,0,0,0,0,5174,0,5174,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1194,D,1,1,2020,1,20201,"20201Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
174.6,174.6,0,0,,0,0,,4.98,0,,0,0,0,861.16,866.14,0,0,0,0,0,0,5.14,0,686.41,691.55,0,0,0,0,0,0,0,174.6,0,174.6,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,2,20202,"20202Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
2657.41,2657.41,0,0,,0,0,,85.25,0,,0,0,0,10397.21,10482.45,0,0,0,0,0,0,110.92,0,7714.13,7825.05,0,0,0,0,0,0,0,2657.41,0,2657.41,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1194,D,1,1,2020,2,20202,"20202Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
212.42,212.42,0,0,,0,0,,7.62,0,,0,0,0,851.72,859.34,0,0,0,0,0,0,6.67,0,640.25,646.92,0,0,0,0,0,0,0,212.42,0,212.42,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,3,20203,"20203Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
3317.07,3317.07,0,0,,0,0,,106.57,0,,0,0,0,11960.22,12066.79,0,0,0,0,0,0,87.79,0,8661.93,8749.72,0,0,0,0,0,0,0,3317.07,0,3317.07,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1194,D,1,1,2020,3,20203,"20203Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
403.94,403.94,0,0,,0,0,,11.84,0,,0,0,0,1127.13,1138.97,0,0,0,0,0,0,5.93,0,729.1,735.03,0,0,0,0,0,0,0,403.94,0,403.94,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,4,20204,"20204Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
2389.88,2389.88,0,0,,0,0,,126,0,,0,0,0,14044.98,14170.97,0,0,0,0,0,0,67.82,0,11713.28,11781.1,0,0,0,0,0,0,0,2389.88,0,2389.88,0,0,0,,0,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1194,D,1,1,2020,4,20204,"20204Jet Aviation Flight Services, Inc.",#N/A,#N/A,#N/A,#N/A,#N/A
-263849.1,-156223.37,1077241.71,0,,41.9,69096.4,,224.93,0,,26386.82,4429.95,0,60561.98,1237983.68,550701.32,170040.34,134644.48,253606.02,74281.01,98331.33,,112177.2,425.35,1394207.05,-20638.08,2806.78,28.52,-454.85,-1671.57,-163224.23,-183153.43,-339376.8,-75527.69,-263849.1,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,6673,D,3,3,2020,1,20201,20201JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-4074.83,25345.55,298092.54,0,,13.67,22547,,0,0,,8610.34,1445.55,0,19762.11,350471.21,133510.22,39709.54,29659.18,56895.46,16459.05,21909.76,,26888.21,94.24,325125.66,-4572.67,621.88,6.02,12.93,-345.49,-35714.99,-39992.31,-14646.75,-10571.92,-4074.83,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2020,1,20201,20201JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-308802.83,-686961.55,150789.63,0,,45.43,6478.98,,196.3,0,,2668.03,650.08,0,41403.95,202232.4,276525.45,105284.96,83533.84,147396.45,30916.49,111349.01,,134187.74,0,889193.95,-38065.08,3234.06,-1263.31,145.08,-3284.52,293167.81,253934.04,-433027.51,-124224.68,-308802.83,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,6673,D,3,3,2020,2,20202,20202JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-11757.9,-27084.03,9103.15,0,,2.72,387.24,,446.49,0,,159.47,38.86,0,2474.68,12612.6,12329.49,4218.31,3694.61,7814.22,1352.86,4250.51,,6036.63,0,39696.63,-1665.23,141.48,-56.03,26.06,-141.5,12291.41,10596.19,-16487.84,-4729.95,-11757.9,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2020,2,20202,20202JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-346143.08,-590014.78,247791.28,0,,149.44,24888.92,,627.71,0,,1390,1698.79,0,28225.42,304771.56,292650.02,114177.9,78710.6,155729.05,36025.33,120850.06,,96643.38,0,894786.34,-41851.75,2303.97,24.09,-79770.94,-7635.94,207445.55,80514.99,-509499.79,-163356.71,-346143.08,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,6673,D,3,3,2020,3,20203,20203JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-46229.86,-95238.61,150973.18,0,,95.99,15985.66,,0,0,,892.77,1091.1,0,18128.62,187167.31,91658.66,34845.01,25892.98,46960.24,11983.64,40367.8,,30697.6,0,282405.93,-13921.79,766.41,7.99,-26439.77,-2540.06,69318.53,27191.31,-68047.3,-21817.44,-46229.86,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2020,3,20203,20203JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-371115.97,-490364.49,342882.68,0,,233.37,41094.89,,1864.8,0,,666.53,1707.89,0,32209.42,420659.58,343247.29,111258.16,87268.65,179790.26,38169.52,49872.39,,101218.69,199.11,911024.07,-45509.42,2346.16,96.41,-311.63,-2556.84,27000.59,-18934.72,-509299.21,-138183.25,-371115.97,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,6673,D,3,3,2020,4,20204,20204JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-2318.82,1438.77,191346.9,0,,151.55,26687.42,,18.53,0,,432.85,1109.12,0,20917.11,240663.49,86492.96,26947.96,24683.62,48850.64,10940.3,14101.53,,27150.72,56.99,239224.71,-13248.96,672.19,27.54,15.03,-260.75,8173.98,-4620.99,-3182.21,-863.4,-2318.82,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2020,4,20204,20204JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
679.31,1602.57,,26608.41,,24245.66,,,,295,,,,,,51149.07,18097.4,14200.7,,4473.16,2008.35,1049.68,,6426.66,3290.55,49546.49,-628.63,-236.54,,-46.07,,-1.26,-912.5,690.08,10.76,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,6683,D,3,3,2020,1,20201,20201Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
29379.37,32852.59,,2117.76,,105921.8,,,,123213.34,,,,,27576.43,258829.32,98722.91,50299.5,,16827.61,7555.21,3948.79,,14243.15,34379.57,225976.74,-2364.85,-889.84,,-173.31,,-4.73,-3432.73,29419.86,40.49,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2020,1,20201,20201Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
1354.08,1617.68,,26897.62,,23961.29,,,,,,,,,,50858.91,16367.02,14501.21,,5991.31,1545.03,1094.1,,5958.28,3784.27,49241.22,-463.85,125.1,,74.56,,6.68,-257.51,1360.17,6.09,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,6683,D,3,3,2020,2,20202,20202Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
154805.2,156092.19,,2501.27,,133795.86,,,,260102.52,,,,,22078.62,418478.26,107428.75,66782.92,,29251.7,7543.39,5341.77,,14203.98,31833.57,262386.07,-2264.69,610.8,,364,,32.62,-1257.28,154834.92,29.71,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2020,2,20202,20202Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-1546.93,-1185.6,,22885.35,,26624.85,,,,,,,,,,49510.2,17395.05,14026.03,,5943.87,1766.26,929.56,,5856.1,4778.93,50695.8,-485.94,93.8,,62.73,,-8.79,-338.2,-1523.79,23.14,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,6683,D,3,3,2020,3,20203,20203Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
80267.11,81913.19,,1792.52,,112074.02,,,,211039.58,,,,,25340.31,350246.42,110114.58,70595.07,,27077.61,8046.29,4234.65,,14510.67,33754.36,268333.24,-2213.71,427.31,,285.77,,-40.03,-1540.67,80372.52,105.41,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2020,3,20203,20203Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
31679.21,15548.53,,43488.05,,41483.68,,,,,,,,,,84971.73,25484.97,20129.08,,9634.48,2202.9,1151.21,,6852.24,3968.34,69423.2,-675.89,82.37,,129.98,,17891.24,17427.7,32976.23,1297.02,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,6683,D,3,3,2020,4,20204,20204Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
159180.93,101990.33,,2574.93,,120653.9,,,,238581.85,,,,,27053.41,388864.09,113133.84,71545.61,,34158.6,7810.27,4081.56,,13772.03,42371.84,286873.76,-2396.35,292.04,,460.83,,63432.59,61789.11,163779.44,4598.51,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2020,4,20204,20204Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-2523.01,-2461.21,,,,,,,,8264.04,,,,,,8264.04,3425.52,2966.16,,,,,1579.12,2596.34,158.11,10725.25,-71.23,,,,,9.42,-61.81,-2523.01,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,6774,D,1,1,2020,1,20201,20201Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
-181.87,-180.6,,,,,,,,37.83,,,,,,37.83,69.46,60.53,,,,,32.23,52.99,3.23,218.43,-1.45,,,,,0.19,-1.26,-181.87,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,1,20201,20201Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
10.46,-17.54,,,,,,,,78.98,,,,,,78.98,28.67,19.45,,,,,22.73,23.14,2.54,96.53,-0.81,,,,,28.81,28,10.46,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,2,20202,20202Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
686.94,-2085.14,,,,,,,,7819.46,,,,,,7819.46,2978.11,2352.38,,,,,1712.92,2609.58,251.61,9904.59,-80.25,,,,,2852.33,2772.08,686.94,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,6774,D,1,1,2020,2,20202,20202Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
165.08,183.92,,,,,,,,3131.19,,,,,,3131.19,1043.87,616.31,,,,,498.82,705.42,82.84,2947.26,-16.19,,,,,-2.65,-18.84,165.08,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,3,20203,20203Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
446.33,497.27,,,,,,,,8465.8,,,,,,8465.8,2822.33,1666.32,,,,,1348.67,1907.25,223.96,7968.53,-43.77,,,,,-7.17,-50.94,446.33,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,6774,D,1,1,2020,3,20203,20203Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
1535.55,1558.54,,,,,,,,5837.86,,,,,,5837.86,1454.38,982.86,,,,,770.63,910.83,160.62,4279.32,-21.72,,,,,-1.27,-22.99,1535.55,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,4,20204,20204Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
2851.74,2894.43,,,,,,,,10841.74,,,,,,10841.74,2701,1825.3,,,,,1431.18,1691.54,298.29,7947.31,-40.33,,,,,-2.35,-42.69,2851.74,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,6774,D,1,1,2020,4,20204,20204Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
-9437.44,-9270.99,0,4511.68,,1691.13,0,,0,7693.94,,0,127.66,0,1198.49,15222.89,6999.4,9864.09,0,2272.1,160.26,2109.79,0,3088.23,0,24493.88,0,0,0,0,0,-166.45,-166.45,-9437.44,0,-9437.44,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,6699,D,2,2,2020,1,20201,20201Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
3625.13,4172.74,0,0,,0,0,,0,7746.98,,0,663.99,0,0,8410.97,2094.58,1140.86,0,887.18,15.63,99.98,0,0,0,4238.24,0,0,0,0,0,0,0,4172.74,547.61,3625.13,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2020,1,20201,20201Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-5691.49,-7858.13,0,5146.74,,2236.66,0,,0,6372.11,,0,148.68,0,696.64,14600.82,6123.68,8735.06,0,2320.29,156.56,2171.99,0,2946.85,4.53,22458.96,0,0,0,0,0,2166.65,2166.65,-5691.49,0,-5691.49,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,6699,D,2,2,2020,2,20202,20202Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
3950.04,4104.18,0,0,,0.06,0,,0,5468.23,,0,878.01,0,0,6346.29,1115.88,564.39,0,477.26,7.68,76.91,0,0,0,2242.11,0,0,0,0,0,0,0,4104.18,154.14,3950.04,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2020,2,20202,20202Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
4021.44,4023.36,0,0,,0,0,,0,4876.84,,0,748.92,0,0,5625.76,691.73,357.1,0,470.06,5.47,78.03,0,0,0,1602.4,0,0,0,0,0,0,0,4023.36,1.92,4021.44,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2020,3,20203,20203Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
6111.42,-403.29,0,5914.57,,4630.42,0,,0,9738.39,,0,282.79,0,462.88,21029.05,6071.67,7670.09,0,2454.94,147.2,1454.98,0,3633.45,0,21432.33,0,0,0,0,0,6514.7,6514.7,6111.42,0,6111.42,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,6699,D,2,2,2020,3,20203,20203Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
