NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER,YearQuarter,YearQuarter_UniqueCarrierName,SGeneral_Admin,Mail,FUEL RATE,FUEL_EXP,FUEL_EXP/PAX ( in cents)
76.64,345.38,,,,,,6575,6575,,7811.89,,7811.89,,107.59,14494.48,6078.44,2050.1,,,,,5650.54,283.95,86.07,14149.1,-276.3,,,,,7.55,-268.75,76.64,,76.64,,,,76.64,,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1150,D,1,1,2009,4,20094,20094Avjet Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
333.7,426.56,,,6781.17,6781.17,,,,,,,,,,6781.17,3840.47,1139.4,,,,,546,828.74,,6354.61,,-0.99,,,,-91.87,-92.86,333.7,,333.7,,,,333.7,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,16165,I,1,1,2009,1,20091,20091Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
370.46,473.55,,,7528.11,7528.11,,,,,,,,,,7528.11,4263.5,1264.91,,,,,606.14,920.02,,7054.57,,-1.09,,,,-101.99,-103.09,370.46,,370.46,,,,370.46,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,6165,D,1,1,2009,1,20091,20091Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
574.35,664.84,,,6669.31,6669.31,,,,,,,,,,6669.31,3560.54,1016.22,,,,,466.91,960.79,,6004.47,,-4.94,,,,-85.55,-90.49,574.35,,574.35,,,,574.35,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,6165,D,1,1,2009,2,20092,20092Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
769.16,890.34,,,8931.41,8931.41,,,,,,,,,,8931.41,4768.21,1360.9,,,,,625.28,1286.68,,8041.07,,-6.61,,,,-114.57,-121.19,769.16,,769.16,,,,769.16,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,16165,I,1,1,2009,2,20092,20092Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
491.78,599.4,,,7888.25,7888.25,,,,,,,,,,7888.25,4110.14,1387.93,,,,,576.53,1214.26,,7288.85,,-9.34,,,,-98.28,-107.62,491.78,,491.78,,,,491.78,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,6165,D,1,1,2009,3,20093,20093Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
510.01,621.62,,,8180.71,8180.71,,,,,,,,,,8180.71,4262.52,1439.38,,,,,597.9,1259.28,,7559.09,,-9.69,,,,-101.92,-111.61,510.01,,510.01,,,,510.01,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,16165,I,1,1,2009,3,20093,20093Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
-1563.04,-465.4,,,8933.38,8933.38,,,,,,,,,,8933.38,5174.26,1856.7,,,,,729.39,1638.44,,9398.78,,-11.38,,,,-108.55,-119.93,-585.33,977.71,-1563.04,,,,-1563.04,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,16165,I,1,1,2009,4,20094,20094Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
-1311.78,-390.59,,,7497.34,7497.34,,,,,,,,,,7497.34,4342.49,1558.24,,,,,612.14,1375.06,,7887.93,,-9.55,,,,-91.1,-100.65,-491.24,820.54,-1311.78,,,,-1311.78,,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,6165,D,1,1,2009,4,20094,20094Capital Cargo International,#N/A,#N/A,#N/A,#N/A,#N/A
3974.82,1839.91,,,49931.81,49931.81,,,,,,,,,,49931.81,21521.16,4992.87,,8388.69,1454.82,5974.65,,165.27,5594.44,48091.91,-132.22,-14.3,1860.37,,,421.07,2134.91,3974.82,,3974.82,,,,3974.82,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2009,1,20091,20091Centurion Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-8928.11,-5736.9,,,46600.8,46600.8,,,,,,,,,,46600.8,23781.03,4218.3,,9151.61,1677.93,7065.1,,172.9,6270.83,52337.7,-131.31,-10.89,-2589.96,,,-459.05,-3191.21,-8928.11,,-8928.11,,,,-8928.11,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2009,2,20092,20092Centurion Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-9717.61,-7714.67,,,39597.12,39597.12,,,,,,,,,,39597.12,16148.46,4207.25,,8318.29,1779.83,5415.28,,194.76,11247.92,47311.79,-227.86,-25,-2627.86,,,877.79,-2002.94,-9717.61,,-9717.61,,,,-9717.61,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2009,3,20093,20093Centurion Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
1581.95,-1409.62,,,64521.27,64521.27,,,,,,,,,,64521.27,14268.21,4004.01,,12399.8,2146.13,5530.21,,275.35,27307.19,65930.89,-166.71,-26.51,2845.23,,,339.56,2991.57,1581.95,,1581.95,,,,1581.95,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2009,4,20094,20094Centurion Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1731.91,3034.31,48101.53,,,,,,,,55.69,,55.69,4291.53,,52448.75,12272.19,15208.39,,,,,18167.54,3766.33,,49414.44,-3792.46,-614.82,,,,-1495.43,-5902.71,-2868.4,-1136.49,-1731.91,,,,-1731.91,,20254,9L,Colgan Air,9L,Colgan Air,7018,D,1,1,2009,1,20091,20091Colgan Air,#N/A,#N/A,#N/A,#N/A,#N/A
770.86,5187.38,52256.8,,,,,,,,50.38,,50.38,4406.11,,56713.28,12322.35,15261.5,,,,,20227,3715.05,,51525.9,-3371.99,-563.02,,,,,-3935.01,1252.37,481.52,770.86,,,,770.86,,20254,9L,Colgan Air,9L,Colgan Air,7018,D,1,1,2009,2,20092,20092Colgan Air,#N/A,#N/A,#N/A,#N/A,#N/A
2355.69,8110.23,61773.56,,,,,,,,180.78,,180.78,,,61954.34,14164.01,13981.37,,,,,21331.02,4367.71,,53844.11,-3926.35,-108.28,,,,,-4034.63,4075.6,1719.91,2355.69,,,,2355.69,,20254,9L,Colgan Air,9L,Colgan Air,7018,D,1,1,2009,3,20093,20093Colgan Air,#N/A,#N/A,#N/A,#N/A,#N/A
195.19,4452.94,56320.78,,,,,,,,133.57,,133.57,,,56454.36,13068.35,13825.39,,,,,21571.98,3535.69,,52001.41,-3436.74,-455.51,,,,-163.3,-4055.56,397.39,202.2,195.19,,,,195.19,,20254,9L,Colgan Air,9L,Colgan Air,7018,D,1,1,2009,4,20094,20094Colgan Air,#N/A,#N/A,#N/A,#N/A,#N/A
4160,19064,221921,,,,,,,,18331,,18331,,,240252,77091,34393,8416,69951,333,12695,,18309,,221188,-6116,247,24,-411,,-8844,-15100,3964,-196,4160,,,,4160,,20417,OH (1),Comair Inc.,OH,Comair Inc.,6186,D,3,3,2009,1,20091,20091Comair Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
31020,38819,223468,,,,,,,,16810,,16810,,,240278,69581,31995,9296,67131,244,4831,,18381,,201459,-5056,167,-116,-1611,,-927,-7543,31276,256,31020,,,,31020,,20417,OH (1),Comair Inc.,OH,Comair Inc.,6186,D,3,3,2009,2,20092,20092Comair Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
2704,8978,221459,,,,,,,,17543,,17543,,,239002,106571,33715,9653,51916,427,10414,,17328,,230024,-4373,104,8,89,,-2102,-6274,2704,,2704,,,,2704,,20417,OH (1),Comair Inc.,OH,Comair Inc.,6186,D,3,3,2009,3,20093,20093Comair Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-13876,-7045,140717,,,,,,,,291,,291,,,141008,85593,27398,7593,2042,60,9166,,16201,,148053,-3864,50,-95,-594,,-2217,-6720,-13765,111,-13876,,,,-13876,,20417,OH (1),Comair Inc.,OH,Comair Inc.,6186,D,3,3,2009,4,20094,20094Comair Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
3687,3830,47884,,,,,,,,,,,,,47884,26855,3062,,,,,14014,123,,44054,,-144,,,,1,-143,3687,,3687,,,,3687,,21167,CP (2),Compass Airlines,CP,Compass Airlines,1131,D,1,1,2009,1,20091,20091Compass Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
3831,4168,50208,,,,,,,,,,,,,50208,21729,1072,,,,,23082,157,,46040,-134,,-54,,,-149,-337,3831,,3831,,,,3831,,21167,CP (2),Compass Airlines,CP,Compass Airlines,1131,D,1,1,2009,2,20092,20092Compass Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
3773,4215,46450,,,,,,,,,,,,,46450,26461,2650,,,,,12877,246,1,42235,,-121,22,-34,,-309,-442,3773,,3773,,,,3773,,21167,CP (2),Compass Airlines,CP,Compass Airlines,1131,D,1,1,2009,3,20093,20093Compass Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
3284,5105,43752,,,,,,,,,,,,,43752,25695,1828,,,,,10823,265,36,38647,,-104,2,,,-1594,-1696,3409,125,3284,,,,3284,,21167,CP (2),Compass Airlines,CP,Compass Airlines,1131,D,1,1,2009,4,20094,20094Compass Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-296787,-256693,1106399,10301,75538,19934,55604,2667,2667,,73932,45410,28522,,443152,1711989,524680,142115,143865,309119,135869,79819,,65541,567674,1968682,-82119,-2440,7034,,,24759,-52766,-309459,-12672,-296787,,,,-296787,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1220,D,3,3,2009,1,20091,20091Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
13941,16643,119357,1402,6982,6982,,,,,896,877,19,,8365,137002,63214,20670,6979,10028,5790,7043,,6621,14,120359,,,-2752,,,50,-2702,13941,,13941,,,,13941,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2009,1,20091,20091Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
23815,26539,474671,1356,26335,26329,6,,,,5684,5516,168,,52653,560699,231896,68261,67080,88476,23429,30301,,24674,43,534160,,,-2937,,,213,-2724,23815,,23815,,,,23815,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2009,1,20091,20091Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
123290,125626,384490,111,6155,6149,6,,,,7909,7770,139,,74175,472840,147414,31657,22135,70494,22966,15878,,13639,23031,347214,,,-2448,,,112,-2336,123290,,123290,,,,123290,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10220,L,3,3,2009,1,20091,20091Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-386473,-320305,1198294,9291,87419,24277,63142,8290,8290,,58699,45896,12803,,500062,1862055,592636,154645,147642,315468,140546,145340,,72112,613971,2182360,-78922,-2435,170,,,13558,-67629,-387934,-1461,-386473,,,,-386473,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1220,D,3,3,2009,2,20092,20092Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
13364,10510,133065,2024,7317,7317,,,,,1020,1004,16,,10732,154158,83200,18817,8274,12987,4816,9291,,6261,2,143648,,,2204,,,650,2854,13364,,13364,,,,13364,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2009,2,20092,20092Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
62953,56939,576860,3749,19304,19294,10,,,,7015,6862,153,,73338,680266,285620,73360,74490,95813,27249,39091,,27705,-1,623327,,,3278,,,2736,6014,62953,,62953,,,,62953,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2009,2,20092,20092Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
97265,93517,313500,264,6481,6476,5,,,,6113,6001,112,,64151,390509,141338,26733,21113,60168,19171,16788,,11681,,296992,,,2575,,,1173,3748,97265,,97265,,,,97265,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10220,L,3,3,2009,2,20092,20092Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-267456,-202698,1214681,8886,87615,21610,66005,12482,12482,,50771,42504,8267,,529271,1903706,580322,143997,145178,311880,136507,116473,,74620,597427,2106404,-81328,-2456,-3052,,,15935,-70901,-273599,-6143,-267456,,,,-267456,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1220,D,3,3,2009,3,20093,20093Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
34431,34989,152613,2601,11772,11772,,,,,1040,1025,15,,12412,180438,83014,18787,8103,13221,5867,9361,,7085,11,145449,,,-811,,,253,-558,34431,,34431,,,,34431,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2009,3,20093,20093Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
94385,91067,323487,1223,8437,8431,6,,,,5993,5904,89,,71507,410647,140384,27848,21757,63962,19984,17067,,12399,16179,319580,,,2857,,,461,3318,94385,,94385,,,,94385,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10220,L,3,3,2009,3,20093,20093Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
120238,119532,648773,4663,22074,22060,14,,,,6700,6535,165,,79147,761357,287836,77006,77569,103810,25608,40417,,29556,23,641825,,,-386,,,1092,706,120238,,120238,,,,120238,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2009,3,20093,20093Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-180561,-268355,1183428,10448,92706,23029,69677,12494,12494,,47275,40720,6555,,527470,1873821,556793,145618,142773,302797,140196,171195,,89294,593510,2142176,-81437,-3301,-75,,,12358,-72455,-340810,-160249,-180561,,,,-180561,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1220,D,3,3,2009,4,20094,20094Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
40691,40732,152016,3054,14445,14445,,,,,996,976,20,,12287,182798,79816,18755,8181,12824,5286,9301,,7900,3,142066,,,-478,,,437,-41,40691,,40691,,,,40691,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2009,4,20094,20094Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
104085,103457,548499,5865,26931,26918,13,,,,5446,5324,122,,67016,653757,237528,65285,72209,88925,22209,35770,,28346,28,550300,,,-1052,,,1680,628,104085,,104085,,,,104085,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2009,4,20094,20094Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
120330,118256,338885,1981,8970,8970,,,,,5725,5544,181,,69783,425344,132640,28575,20700,57666,19589,16842,,15153,15923,307088,,,1283,,,791,2074,120330,,120330,,,,120330,,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10220,L,3,3,2009,4,20094,20094Continental Air Lines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
23658,33271,113121,2966,8815,8450,365,2607,2607,,1510,611,899,,1805,130824,38350,8356,9752,21069,11220,6520,,279,2007,97553,-3281,3713,2778,,,-1,3209,36480,12822,23658,,,,23658,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,2009,1,20091,20091Continental Micronesia,#N/A,#N/A,#N/A,#N/A,#N/A
2837,5767,77680,2350,6917,6564,353,1502,1502,,1956,859,1097,,1620,92025,36970,7911,8618,18312,5636,7016,,277,1518,86258,-2806,3009,-1522,,,,-1319,4448,1611,2837,,,,2837,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,2009,2,20092,20092Continental Micronesia,#N/A,#N/A,#N/A,#N/A,#N/A
11533,18574,102594,3456,7225,6828,397,1466,1466,,641,641,,,2870,118252,39825,8688,10029,21672,10166,7231,,268,1799,99678,-2519,2634,-864,,,1,-748,17826,6293,11533,,,,11533,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,2009,3,20093,20093Continental Micronesia,#N/A,#N/A,#N/A,#N/A,#N/A
5705,6710,81625,4428,7632,7207,425,1716,1716,,686,686,,,2450,98537,37477,8535,9715,19448,8419,6561,,251,1421,91827,-2364,2436,2001,,,,2073,8783,3078,5705,,,,5705,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,2009,4,20094,20094Continental Micronesia,#N/A,#N/A,#N/A,#N/A,#N/A
20592.16,13900.65,153530.99,,,,,,,,1881.59,,1881.59,,,155412.58,51117.86,21807.9,875.49,50388.34,,12507.73,,4814.61,,141511.93,-4999.26,2672.15,-2.62,,,,-2329.73,11570.92,-9021.24,20592.16,,,,20592.16,,20363,9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,7024,D,2,2,2009,1,20091,20091Endeavor Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
6539.73,16995.87,152548.74,,,,,,,,2045.1,,2045.1,,,154593.84,52462.45,21845.15,568.79,44602.21,,13052.56,,5066.81,,137597.97,-5309.61,-632.89,-43.12,,,,-5985.62,11010.25,4470.52,6539.73,,,,6539.73,,20363,9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,7024,D,2,2,2009,2,20092,20092Endeavor Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
6118.69,15686.47,152704.11,,,,,,,,2702.52,,2702.52,,,155406.62,55077.34,23571.99,811.97,39455.38,,16415.01,,4388.47,,139720.15,-5343.93,-703.37,-33.62,,,,-6080.92,9605.55,3486.86,6118.69,,,,6118.69,,20363,9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,7024,D,2,2,2009,3,20093,20093Endeavor Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
5006.63,13500.38,150313.89,,,,,,,,2648.86,,2648.86,,,152962.76,51180.42,23686.12,6197.7,41378.13,13.27,11565.55,,5441.19,,139462.37,-5828.6,-413.68,,,,88.55,-6153.73,7346.65,2340.03,5006.63,,,,5006.63,,20363,9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,7024,D,2,2,2009,4,20094,20094Endeavor Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-13675.55,28030.76,415399.16,,,,,,,,7440.32,,7440.32,,,422839.48,162269.12,67618.86,11609.32,79985.33,276.28,37594.91,,35454.91,,394808.72,-37541.2,10643.07,,,,-21012.25,-47910.38,-19879.62,-6204.07,-13675.55,,,,-13675.55,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,6820,D,3,3,2009,1,20091,20091Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-136.03,278.82,4132.01,,,,,,,,74.01,,74.01,,,4206.02,1614.11,672.52,115.48,795.62,2.75,374.05,,352.67,,3927.2,-373.43,105.87,,,,-209.01,-476.57,-197.75,-61.71,-136.03,,,,-136.03,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,16820,L,3,3,2009,1,20091,20091Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-20162.66,31050.64,430928.62,,,,,,,,6091.27,,6091.27,,454.48,437474.37,174405.45,76292.63,12271.19,77703.77,11.4,30286.46,,35452.84,,406423.73,-73633.79,21324.55,343.78,,,4151.83,-47813.63,-16763,3399.66,-20162.66,,,,-20162.66,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,6820,D,3,3,2009,2,20092,20092Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-188.76,290.69,4034.32,,,,,,,,57.03,,57.03,,4.26,4095.6,1632.77,714.25,114.88,727.46,0.11,283.54,,331.91,,3804.91,-689.35,199.64,3.22,,,38.87,-447.63,-156.93,31.83,-188.76,,,,-188.76,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,16820,L,3,3,2009,2,20092,20092Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
79.34,583.99,4896.99,,,,,,,,67.18,,67.18,,4.89,4969.05,1973.8,735.84,121.86,875.49,0.88,293,,384.2,,4385.07,-779.74,233.32,-1.45,,,38.02,-509.85,74.14,-5.2,79.34,,,,79.34,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,16820,L,3,3,2009,3,20093,20093Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
7370.95,54254.25,454945.85,,,,,,,,6240.93,,6240.93,,453.85,461640.62,183371.87,68362.21,11321.4,81335.31,81.83,27220.59,,35693.17,,407386.37,-72440.29,21676.39,-135.02,,,3532.55,-47366.37,6887.88,-483.06,7370.95,,,,7370.95,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,6820,D,3,3,2009,3,20093,20093Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-903.64,37341.05,498209.81,,,,,,,,6628.73,,6628.73,,453.96,505292.51,190141.86,72919.36,11520.41,82325.1,40.96,75334.66,,35669.11,,467951.46,-71169.27,22701.48,-96.52,,,2076.86,-46487.45,-9146.4,-8242.75,-903.64,,,,-903.64,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,6820,D,3,3,2009,4,20094,20094Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-9.49,392.05,5230.84,,,,,,,,69.6,,69.6,,4.77,5305.2,1996.35,765.6,120.96,864.35,0.43,790.96,,374.5,,4913.15,-747.23,238.35,-1.01,,,21.81,-488.08,-96.03,-86.54,-9.49,,,,-9.49,,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,16820,L,3,3,2009,4,20094,20094Envoy Air,#N/A,#N/A,#N/A,#N/A,#N/A
-7670.9,3870.53,,,108826.28,108826.28,,,,,141.85,,141.85,,,108968.13,56358.41,12845.34,,9248.23,704.69,5996.61,,4766.31,15178.03,105097.6,-9116.58,,-80.38,15.7,,-6740.94,-15922.21,-12051.68,-4380.78,-7670.9,,,,-7670.9,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,16208,P,2,2,2009,1,20091,20091Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-5118.07,-3669.18,,,253.29,253.29,,,,,,,,,,253.29,202.41,3255.03,,,1.33,11.3,,452.41,,3922.47,-4356.15,,,0.04,,-15.67,-4371.78,-8040.96,-2922.89,-5118.07,,,,-5118.07,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,6198,D,2,2,2009,1,20091,20091Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-5944.91,-4301.3,,,435.01,435.01,,,,,,,,,,435.01,592.99,3400.06,,268.91,2.92,13.54,,457.9,,4736.31,-4999.76,,,0.79,,-0.2,-4999.17,-9300.47,-3355.56,-5944.91,,,,-5944.91,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,6198,D,2,2,2009,2,20092,20092Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
456.19,9825.47,,,101349.4,101349.4,,,,,238.11,,238.11,,,101587.52,49981.07,12878.27,,9492.61,674.85,3130.41,,4776.93,10827.92,91762.04,-9077.79,,-173.09,185.07,,-45.99,-9111.8,713.67,257.49,456.19,,,,456.19,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,16208,P,2,2,2009,2,20092,20092Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-6104.81,-3470.28,,,708,708,,,,,,,,,,708,294.04,3298.56,,146.59,1.24,5.72,,432.15,,4178.28,-6299.24,,,-3.09,,-1.78,-6304.1,-9774.38,-3669.57,-6104.81,,,,-6104.81,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,6198,D,2,2,2009,3,20093,20093Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
2875.59,14586.36,,,108460.68,108460.68,,,,,198.34,,198.34,,,108659.02,55169.82,12244.13,,10583.53,622.11,2876.56,,4845.99,7730.53,94072.66,-9104.07,,-130.96,-474.6,,-272.63,-9982.26,4604.1,1728.5,2875.59,,,,2875.59,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,16208,P,2,2,2009,3,20093,20093Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-8575.79,-4687.27,,,2047.12,2047.12,,,,,,,,,,2047.12,2302.34,3753.01,,70.52,17.33,80.57,,510.63,,6734.38,-7656.16,,,0.04,,-5.87,-7661.99,-12349.26,-3773.47,-8575.79,,,,-8575.79,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,6198,D,2,2,2009,4,20094,20094Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
7759.02,20444.28,,,143280.6,143280.6,,,,,314.06,,314.06,,,143594.66,77749.45,14315.89,,11600.31,682.87,3174.61,,4956.3,10670.95,123150.38,-8879.53,,17.67,2.51,,-411.82,-9271.17,11173.11,3414.08,7759.02,,,,7759.02,,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,16208,P,2,2,2009,4,20094,20094Evergreen International Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1545.93,3392.24,48277.73,,,,,,,,525.55,,525.55,,,48803.28,15655.04,11441.04,831.65,9472.57,34.86,7450.06,,525.82,,45411.04,,142.07,,,,-15.44,126.63,3518.87,5064.8,-1545.93,,,,-1545.93,,20414,OW,Executive Airlines,OW,Executive Airlines,6196,D,2,2,2009,1,20091,20091Executive Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-528.06,1158.71,16490.56,,,,,,,,179.52,,179.52,,,16670.08,5347.4,3908,284.07,3235.61,11.91,2544.77,,179.61,,15511.37,,48.53,,,,-5.27,43.25,1201.96,1730.02,-528.06,,,,-528.06,,20414,OW,Executive Airlines,OW,Executive Airlines,16194,L,2,2,2009,1,20091,20091Executive Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
1813.32,982.58,18003.59,,,,,,,,165.51,,165.51,,23.35,18192.45,6339.34,5926.56,678.11,2910.88,1.34,1139.99,,213.67,,17209.87,,68.08,-0.02,,,-34.31,33.76,1016.34,-796.99,1813.32,,,,1813.32,,20414,OW,Executive Airlines,OW,Executive Airlines,16194,L,2,2,2009,2,20092,20092Executive Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
